city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
64,-1.66059038502818,1,1,3,5,6,13,8,6,0,-0.6887951285613584,0
5,0.738919260974546,1,1,3,2,2,13,2,5,0,1.1261505324292156,1
11,-2.2604677965288613,3,1,0,0,5,11,8,6,0,-0.7553986390564253,0
5,0.738919260974546,1,0,3,0,5,1,6,1,0,0.17705050787451174,0
116,-1.060712973527499,0,1,0,2,5,15,8,6,3,-0.7387477614326586,1
64,-1.66059038502818,0,0,3,0,4,18,5,5,1,-0.522286352323691,0
49,0.738919260974546,1,1,3,0,5,19,6,5,1,-0.838653027175259,0
89,0.3011708796091835,1,1,3,0,5,21,8,6,4,1.5091207177758503,0
5,0.738919260974546,1,0,3,0,5,21,5,5,4,-0.838653027175259,0
13,0.7875579700151418,3,0,3,2,5,21,8,6,6,0.909689123320248,0
45,-0.48515491654711496,3,0,3,0,3,5,2,6,4,-0.30582494321472353,0
101,-0.6067516891486046,1,0,3,0,5,3,8,6,1,0.5766715708449134,1
95,0.2119999130347578,1,0,1,0,5,16,4,5,6,0.6099733260924468,0
5,0.738919260974546,1,1,3,1,6,14,8,6,6,-0.22257055509588985,0
13,0.7875579700151418,3,0,3,1,6,19,7,6,3,-0.4390319642048574,0
5,0.738919260974546,1,0,0,1,6,14,8,6,0,0.7764821023301142,1
5,0.738919260974546,1,1,3,3,5,21,3,5,4,-0.8553039047990257,0
48,0.6578547459068863,3,0,3,5,6,2,8,6,0,-1.021812681036693,0
48,0.6578547459068863,3,0,3,2,0,21,1,2,4,-0.17261792222458966,0
64,-1.66059038502818,1,0,3,0,5,16,2,5,3,-0.27252318796719005,1
48,0.6578547459068863,1,0,3,0,5,6,8,6,4,0.11044699737944481,0
114,0.7794515185083759,1,0,0,0,5,5,5,5,2,1.2593575534193495,1
13,0.7875579700151418,1,1,3,1,6,16,8,5,6,-0.6221916180662914,0
5,0.738919260974546,1,0,3,0,5,4,2,5,0,-0.9885109257891596,0
5,0.738919260974546,1,0,3,0,3,8,5,5,0,0.9929435114390817,0
103,0.8929418396030986,3,0,3,0,5,21,8,6,6,4.339769913816196,0
5,0.738919260974546,1,0,3,0,4,21,0,5,1,-0.5389372299474577,0
4,-0.20142911381030593,3,1,3,2,5,16,2,5,4,-0.42238108658109064,0
49,0.738919260974546,3,0,3,0,5,9,8,6,0,2.208457577974053,1
5,0.738919260974546,0,0,3,2,5,6,2,5,4,-0.17261792222458966,0
42,-1.060712973527499,1,1,3,0,5,21,4,5,4,-0.5555881075712246,0
5,0.738919260974546,1,0,3,0,0,21,0,5,4,-0.9052565376703259,0
101,-0.6067516891486046,1,0,3,0,5,21,6,5,0,-0.4057302089573239,0
5,0.738919260974546,1,0,3,2,5,21,2,4,4,0.36021016173594583,1
95,0.2119999130347578,1,0,3,2,5,1,0,5,3,0.8097838575776476,0
98,-1.060712973527499,3,0,2,5,6,21,8,6,4,-0.5389372299474577,0
116,-1.060712973527499,1,0,1,2,5,15,6,0,0,-0.838653027175259,0
48,0.6578547459068863,3,1,0,1,6,13,8,6,0,-0.9552091705416261,0
55,0.39844829769037515,0,0,1,1,6,11,0,2,0,-0.7220968838088918,0
5,0.738919260974546,1,0,3,2,5,21,5,5,3,-0.8719547824227925,0
121,0.9740063546707584,1,0,3,0,5,21,6,4,0,3.0076997039148563,0
5,0.738919260974546,1,0,3,2,5,19,7,5,0,-0.7220968838088918,0
5,0.738919260974546,1,0,3,2,5,21,6,1,0,0.2603048959933454,0
56,-0.4284097559997532,3,0,0,0,5,14,7,1,0,-0.9052565376703259,0
119,-1.060712973527499,1,1,0,0,5,15,5,6,5,-0.6887951285613584,1
5,0.738919260974546,1,0,3,0,5,21,0,1,0,-0.25587231034342334,0
6,0.7713450670016099,1,1,0,1,6,16,8,6,6,-0.838653027175259,0
70,0.8929418396030986,1,0,3,2,5,21,7,5,4,-0.5722389851949913,0
13,0.7875579700151418,1,0,3,2,5,21,3,5,6,0.3102575288646456,0
30,0.5524708763189287,1,0,1,0,5,14,2,5,0,-0.3890793313335572,0
64,-1.66059038502818,3,0,3,0,5,1,7,5,4,0.6599259589637471,1
5,0.738919260974546,0,0,3,0,5,21,3,5,4,0.11044699737944481,0
14,-0.3230258864117955,1,0,3,0,5,5,7,5,4,-0.3890793313335572,1
119,-1.060712973527499,1,0,3,0,5,6,3,0,0,1.4425172072807835,0
5,0.738919260974546,1,0,3,0,5,3,2,5,0,-0.089363534105756,0
64,-1.66059038502818,1,1,0,2,5,11,8,6,6,-0.9552091705416261,0
48,0.6578547459068863,1,1,0,2,5,4,8,6,2,-0.8053512719277255,1
112,0.763238615494844,1,1,3,1,6,0,8,6,0,-0.5389372299474577,0
48,0.6578547459068863,1,0,3,2,5,14,0,1,6,-0.4556828418286241,0
5,0.738919260974546,1,0,3,0,2,5,6,0,1,1.8754400254987185,0
49,0.738919260974546,1,0,3,0,5,6,3,5,0,-0.9052565376703259,0
74,0.5200450702918648,1,0,3,1,6,21,8,6,6,0.36021016173594583,0
94,-0.21764201682383788,1,0,3,0,5,4,8,6,6,0.3102575288646456,0
99,0.447087006730971,1,0,3,0,5,21,0,0,1,-0.5555881075712246,0
2,0.4714063612512689,3,0,3,2,5,19,0,5,0,-0.5722389851949913,1
64,-1.66059038502818,1,1,3,0,5,11,4,4,0,-0.4390319642048574,0
90,-0.43651620750651915,3,0,3,0,5,17,7,5,0,-0.8886056600465592,0
64,-1.66059038502818,3,0,0,0,5,15,2,5,0,-0.25587231034342334,0
51,0.6011095853595245,1,0,3,0,5,13,0,5,0,-0.17261792222458966,1
11,-2.2604677965288613,3,0,3,0,5,15,3,5,5,-0.9718600481653928,1
5,0.738919260974546,1,0,3,2,2,11,3,0,0,0.6432750813399802,0
49,0.738919260974546,3,0,0,0,1,21,8,6,4,0.41016279460724603,1
5,0.738919260974546,1,0,3,2,4,21,0,5,4,-0.9552091705416261,0
64,-1.66059038502818,1,1,0,0,5,11,8,6,6,0.6099733260924468,0
64,-1.66059038502818,3,0,3,2,5,20,7,5,0,2.27506108846912,1
39,-2.2199355389950313,3,0,3,0,5,14,0,5,0,-0.7220968838088918,0
64,-1.66059038502818,1,1,0,0,5,13,8,5,6,-0.3890793313335572,0
49,0.738919260974546,3,1,3,4,6,14,8,5,6,-0.25587231034342334,0
64,-1.66059038502818,1,0,3,2,5,13,3,1,0,0.37686103935971255,0
101,-0.6067516891486046,3,0,3,0,5,15,1,5,3,0.2603048959933454,0
5,0.738919260974546,1,0,3,2,5,21,2,5,0,-0.9718600481653928,0
64,-1.66059038502818,1,1,3,5,6,13,8,5,6,2.541475130449388,0
48,0.6578547459068863,1,0,3,0,5,21,2,5,4,-0.05606177885822253,0
5,0.738919260974546,1,0,3,0,5,16,3,5,0,0.29360665124087887,0
70,0.8929418396030986,1,0,3,0,5,19,1,5,4,-0.9052565376703259,0
13,0.7875579700151418,1,1,1,3,5,21,3,6,4,-0.9219074152940927,0
70,0.8929418396030986,1,0,3,2,5,1,1,5,0,0.8097838575776476,0
64,-1.66059038502818,3,0,3,2,5,13,3,5,0,-0.4889845970761576,0
4,-0.20142911381030593,3,1,2,2,5,16,7,5,0,-0.8053512719277255,0
48,0.6578547459068863,1,1,0,0,5,11,8,6,6,0.24365401836957867,1
49,0.738919260974546,1,0,1,0,5,21,3,4,4,0.7098785918350472,0
5,0.738919260974546,1,0,3,0,5,11,0,5,1,-0.339126698462257,0
5,0.738919260974546,1,1,0,0,5,15,8,6,6,0.19370138549827848,0
13,0.7875579700151418,1,0,3,2,5,6,0,5,1,-0.9552091705416261,0
55,0.39844829769037515,3,1,3,0,5,15,8,6,0,-0.6221916180662914,0
36,-0.8256258798312859,0,0,3,0,5,19,0,1,4,-0.4723337194523909,0
48,0.6578547459068863,3,1,0,0,5,11,8,6,1,0.7098785918350472,1
5,0.738919260974546,1,0,3,0,5,4,4,5,1,1.6090259835184508,0
101,-0.6067516891486046,3,0,0,1,6,19,8,6,4,-0.4057302089573239,0
51,0.6011095853595245,1,0,3,2,5,10,0,5,3,-1.021812681036693,0
99,0.447087006730971,0,1,3,3,5,13,1,4,0,-0.4057302089573239,0
51,0.6011095853595245,3,0,3,0,5,8,2,5,1,-0.8886056600465592,0
5,0.738919260974546,1,0,3,0,5,21,3,5,0,2.0752505569839195,0
64,-1.66059038502818,3,0,3,0,5,17,3,5,4,-0.6055407404425247,1
5,0.738919260974546,1,0,3,0,5,16,0,4,0,-0.9052565376703259,0
5,0.738919260974546,1,1,0,1,6,13,2,5,0,-0.588889862818758,0
5,0.738919260974546,1,0,3,2,5,4,0,6,4,-0.4390319642048574,0
4,-0.20142911381030593,1,0,0,1,6,19,8,6,0,-0.8220021495514923,0
13,0.7875579700151418,1,1,3,0,5,21,3,5,4,-1.0051618034129264,0
68,-1.060712973527499,1,1,0,1,6,18,8,6,6,-0.4390319642048574,0
13,0.7875579700151418,1,0,3,2,5,1,3,5,4,-0.6055407404425247,0
64,-1.66059038502818,3,0,0,2,5,14,3,2,1,2.408268109459254,0
5,0.738919260974546,2,1,1,1,6,16,3,1,0,-0.1892687998483564,0
49,0.738919260974546,1,0,3,0,5,19,3,5,2,-0.35577757608602373,0
48,0.6578547459068863,1,0,3,0,5,6,8,6,4,-0.30582494321472353,0
5,0.738919260974546,1,0,3,0,5,21,1,2,4,0.14374875262697828,0
64,-1.66059038502818,1,0,3,2,5,16,7,5,0,-0.9552091705416261,1
64,-1.66059038502818,3,1,0,0,5,17,8,6,6,-0.7553986390564253,1
5,0.738919260974546,1,0,3,0,5,13,4,5,0,1.6090259835184508,0
74,0.5200450702918648,3,1,3,0,1,11,3,5,0,0.7431803470825806,0
83,-0.5419000770944767,2,0,1,1,6,13,7,5,0,3.274113745895124,0
31,0.057977334406204305,1,0,3,2,5,5,8,6,0,-0.9885109257891596,0
93,-1.3201194217440093,1,0,1,0,5,19,7,5,0,-0.7720495166801921,1
93,-1.3201194217440093,2,1,3,0,5,21,3,5,4,-0.7054460061851251,1
64,-1.66059038502818,1,1,2,0,5,20,8,6,0,0.6932277142112805,1
30,0.5524708763189287,1,0,3,2,5,6,2,6,4,1.1428014100529822,0
13,0.7875579700151418,1,0,3,2,5,2,7,0,0,-0.42238108658109064,0
99,0.447087006730971,1,0,3,0,5,3,3,5,0,-0.9052565376703259,0
49,0.738919260974546,1,0,3,0,5,2,8,6,2,0.6099733260924468,0
64,-1.66059038502818,1,1,0,0,5,11,8,6,6,0.5766715708449134,0
112,0.763238615494844,1,1,3,2,5,13,2,5,6,-0.588889862818758,0
5,0.738919260974546,3,1,3,1,6,15,8,6,0,-0.7553986390564253,1
5,0.738919260974546,3,0,3,0,5,5,1,5,2,-1.021812681036693,0
48,0.6578547459068863,3,1,3,4,6,15,8,6,6,-0.838653027175259,0
64,-1.66059038502818,1,1,3,0,5,20,8,6,0,-0.8553039047990257,1
112,0.763238615494844,1,1,3,4,6,0,8,5,6,0.6266242037162135,0
49,0.738919260974546,1,0,1,0,5,15,1,4,1,-0.42238108658109064,0
48,0.6578547459068863,1,0,3,3,5,21,0,5,1,-0.6388424956900582,0
13,0.7875579700151418,1,1,3,1,6,1,0,5,4,-0.32247582083849025,0
13,0.7875579700151418,1,0,3,1,6,17,3,5,4,0.7431803470825806,0
5,0.738919260974546,1,0,3,0,5,4,3,1,0,0.5100680603498464,0
5,0.738919260974546,3,0,3,0,5,15,2,5,1,-0.1393161669770562,0
49,0.738919260974546,1,0,0,0,5,16,8,6,0,2.9077944381722562,0
121,0.9740063546707584,1,0,3,0,5,14,3,1,3,-0.3890793313335572,0
103,0.8929418396030986,1,0,3,2,5,17,8,6,0,-0.8220021495514923,1
18,-1.5308871609199246,1,0,3,0,5,21,3,5,6,-0.42238108658109064,1
5,0.738919260974546,1,0,3,0,5,15,0,1,1,0.47676630510231294,0
75,-0.28249362887796564,3,1,3,0,5,19,5,5,0,1.5757242282709174,0
55,0.39844829769037515,1,1,1,0,5,1,7,0,0,-0.6721442509375917,0
80,-2.5360871477589044,1,0,3,0,5,19,6,0,0,-0.9052565376703259,0
55,0.39844829769037515,3,0,3,1,6,20,0,5,0,-0.6055407404425247,0
116,-1.060712973527499,1,0,3,0,5,18,8,6,0,-0.7054460061851251,0
36,-0.8256258798312859,1,0,3,0,5,1,7,5,1,0.7931329799538809,0
101,-0.6067516891486046,3,0,3,0,5,6,8,6,1,-0.15596704460082292,0
6,0.7713450670016099,1,1,0,0,5,11,8,6,0,-0.4390319642048574,1
5,0.738919260974546,3,1,3,0,5,11,1,5,0,-0.7553986390564253,0
49,0.738919260974546,1,0,0,0,5,21,2,5,0,-0.42238108658109064,0
5,0.738919260974546,1,0,3,2,5,21,6,5,4,-0.15596704460082292,0
39,-2.2199355389950313,3,1,0,0,5,14,8,6,0,0.6765768365875138,0
13,0.7875579700151418,1,0,1,0,5,10,4,5,1,-0.02276002361068906,0
101,-0.6067516891486046,1,0,3,0,5,15,2,5,0,-0.2392214327196566,0
95,0.2119999130347578,0,0,0,0,5,16,1,5,1,-0.4057302089573239,0
5,0.738919260974546,3,0,3,0,5,12,0,5,4,1.40921545203325,0
102,-2.0253807028326487,1,0,3,0,5,14,7,5,0,4.239864648073595,0
30,0.5524708763189287,1,0,3,2,5,17,8,6,6,-0.7553986390564253,0
64,-1.66059038502818,1,1,0,5,6,14,1,5,0,-0.9385582929178594,1
4,-0.20142911381030593,1,0,0,0,5,19,5,5,0,0.14374875262697828,0
64,-1.66059038502818,1,0,3,2,5,13,8,4,0,1.0595470219341485,1
95,0.2119999130347578,0,0,3,2,5,1,8,6,0,-0.3890793313335572,0
91,0.6821741004271842,3,1,3,1,6,11,0,5,6,-0.12266528935328946,0
5,0.738919260974546,1,1,0,1,6,13,8,6,0,1.0095943890628485,1
5,0.738919260974546,3,1,3,1,6,14,8,6,0,-0.339126698462257,1
112,0.763238615494844,1,0,3,0,5,21,7,5,4,1.6756294940135177,0
91,0.6821741004271842,1,0,3,0,5,11,3,5,0,0.7431803470825806,0
5,0.738919260974546,1,0,0,0,5,21,8,6,0,-0.4723337194523909,0
4,-0.20142911381030593,0,0,1,0,5,11,8,6,0,0.49341718272607965,1
5,0.738919260974546,1,0,3,0,5,21,8,6,4,-0.6055407404425247,1
13,0.7875579700151418,1,0,3,2,5,21,3,5,4,-0.5722389851949913,0
15,-0.6959226557230302,1,1,0,2,5,2,3,5,4,0.5267189379736131,0
13,0.7875579700151418,1,1,3,4,6,13,8,6,6,-0.8220021495514923,0
5,0.738919260974546,1,1,3,4,6,14,8,6,6,-0.8553039047990257,0
4,-0.20142911381030593,1,0,3,3,5,21,0,5,4,2.341664598964187,0
5,0.738919260974546,0,0,3,0,5,11,7,1,0,2.3083628437166537,0
5,0.738919260974546,1,0,3,2,5,9,2,5,1,0.8430856128251811,0
4,-0.20142911381030593,3,0,3,2,5,7,0,5,3,1.592375105894684,0
49,0.738919260974546,1,0,3,0,5,21,8,6,4,-0.6721442509375917,1
5,0.738919260974546,3,0,3,0,5,9,4,5,4,0.47676630510231294,0
5,0.738919260974546,3,0,3,0,5,6,2,5,4,-0.8220021495514923,0
116,-1.060712973527499,1,0,0,2,5,6,8,6,0,0.5766715708449134,0
5,0.738919260974546,1,0,3,0,5,12,2,5,6,0.6932277142112805,0
45,-0.48515491654711496,1,0,1,2,5,2,8,6,0,-0.8053512719277255,0
48,0.6578547459068863,1,0,3,0,5,1,6,5,0,1.2427066757955827,0
103,0.8929418396030986,1,0,3,0,2,13,2,5,1,0.160399630250745,0
103,0.8929418396030986,3,0,3,1,6,16,8,6,0,-0.10601441172952272,0
65,0.5686837793324606,3,0,3,1,6,16,3,6,0,1.342611941538183,0
118,0.2930644281024175,3,1,3,5,6,13,8,6,6,3.9401488508457936,0
95,0.2119999130347578,0,0,3,2,5,19,0,5,1,-0.3890793313335572,1
5,0.738919260974546,3,0,3,0,3,5,8,5,0,1.0928487771816822,0
119,-1.060712973527499,3,0,1,1,6,19,8,6,3,0.14374875262697828,0
48,0.6578547459068863,0,0,3,0,5,17,2,5,0,-0.7220968838088918,0
4,-0.20142911381030593,3,1,3,0,5,13,8,6,6,-0.2059196774721231,1
91,0.6821741004271842,1,0,3,2,5,21,4,5,4,1.292659308666883,0
95,0.2119999130347578,0,0,3,0,5,5,3,5,1,0.11044699737944481,0
5,0.738919260974546,1,0,3,1,6,2,4,5,0,-0.9718600481653928,0
30,0.5524708763189287,1,1,0,0,5,13,3,0,0,1.9420435359937855,0
122,0.6983870034407161,1,0,3,0,5,6,3,5,3,-0.25587231034342334,0
2,0.4714063612512689,1,0,3,1,6,11,3,4,0,0.27695577361711216,0
48,0.6578547459068863,1,0,2,0,5,11,2,5,0,-0.12266528935328946,0
