city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
64,-1.66059038502818,1,0,2,0,5,13,8,6,0,2.208457577974053,0
13,0.7875579700151418,2,0,3,5,6,21,8,6,6,1.475818962528317,0
94,-0.21764201682383788,1,1,3,1,6,20,8,6,1,-0.42238108658109064,1
6,0.7713450670016099,1,1,0,0,5,13,3,5,0,-0.9552091705416261,0
48,0.6578547459068863,3,0,3,0,5,15,3,1,0,-0.8553039047990257,0
121,0.9740063546707584,1,0,3,2,5,21,0,5,4,0.6932277142112805,0
13,0.7875579700151418,3,0,3,2,5,21,3,5,3,-0.37242845370979044,0
55,0.39844829769037515,3,0,3,2,5,21,6,5,1,-1.021812681036693,0
5,0.738919260974546,1,0,3,0,2,10,8,6,2,-0.4889845970761576,0
6,0.7713450670016099,1,0,3,0,5,19,4,6,0,-0.1892687998483564,0
64,-1.66059038502818,0,0,0,0,5,11,6,0,1,0.39351191698347926,1
13,0.7875579700151418,3,0,3,1,6,17,7,5,4,0.7598312247063475,0
5,0.738919260974546,1,1,3,0,5,16,8,6,0,-0.8053512719277255,1
64,-1.66059038502818,1,0,3,0,5,15,0,5,6,0.36021016173594583,1
74,0.5200450702918648,1,0,3,2,5,14,4,4,0,-0.7887003943039588,0
5,0.738919260974546,1,0,3,0,1,21,5,5,0,0.6765768365875138,0
70,0.8929418396030986,1,0,3,1,6,5,3,1,2,-0.9052565376703259,0
5,0.738919260974546,1,0,3,0,1,13,0,2,1,-0.522286352323691,1
5,0.738919260974546,1,0,3,0,5,21,5,5,1,1.975345291241319,0
2,0.4714063612512689,1,0,3,2,5,2,3,1,1,-0.8886056600465592,0
5,0.738919260974546,1,0,3,3,5,11,6,0,0,-0.655493373313825,0
86,-0.7202420102433282,1,1,3,2,5,5,1,2,0,2.17515582272652,1
64,-1.66059038502818,3,1,0,0,5,16,8,6,6,-0.8886056600465592,0
5,0.738919260974546,1,0,3,0,2,4,6,5,3,-0.588889862818758,1
78,-0.01498072915468945,1,0,3,0,5,5,8,6,0,0.7265294694588139,0
5,0.738919260974546,1,0,3,0,5,21,8,6,0,-0.8886056600465592,1
11,-2.2604677965288613,0,0,3,0,5,19,7,1,0,-0.7054460061851251,0
13,0.7875579700151418,1,1,3,0,5,21,5,5,0,0.5267189379736131,0
96,0.22010636454152377,1,0,3,0,5,3,3,5,6,-0.05606177885822253,0
5,0.738919260974546,1,0,3,0,4,15,0,5,4,0.42681367223101274,1
47,0.11472249495356611,1,0,1,0,5,16,6,5,0,-0.6887951285613584,1
64,-1.66059038502818,3,0,0,0,5,19,8,5,1,-0.9552091705416261,1
101,-0.6067516891486046,1,0,0,0,5,14,6,5,0,-0.838653027175259,0
112,0.763238615494844,1,0,3,2,5,21,8,6,4,-0.7553986390564253,0
13,0.7875579700151418,1,0,3,2,5,7,0,5,4,-0.4723337194523909,0
61,-1.1904161976357537,3,0,3,0,4,16,3,5,0,2.27506108846912,0
5,0.738919260974546,3,0,3,2,5,17,2,5,0,-0.9385582929178594,1
64,-1.66059038502818,1,0,3,0,5,1,1,5,0,2.5081733752018542,1
5,0.738919260974546,1,0,3,2,2,15,2,5,0,4.506278690053863,0
102,-2.0253807028326487,1,0,0,0,5,18,8,6,0,-0.7387477614326586,0
64,-1.66059038502818,1,0,3,0,5,3,2,5,4,-0.7220968838088918,1
5,0.738919260974546,3,0,3,0,5,19,2,4,0,0.44346454985477946,0
95,0.2119999130347578,1,1,3,1,6,20,8,6,6,-0.4723337194523909,0
13,0.7875579700151418,1,0,3,0,5,16,3,5,4,0.3102575288646456,0
64,-1.66059038502818,1,1,1,2,5,18,1,5,0,-0.6221916180662914,0
31,0.057977334406204305,1,0,3,2,5,5,8,6,0,-0.9885109257891596,0
5,0.738919260974546,3,1,1,0,5,1,8,6,0,-0.8220021495514923,1
101,-0.6067516891486046,1,0,3,0,5,3,8,6,1,0.5766715708449134,1
4,-0.20142911381030593,0,0,0,2,5,1,1,5,4,-0.05606177885822253,1
11,-2.2604677965288613,3,0,3,0,5,14,3,5,0,-0.8220021495514923,0
6,0.7713450670016099,1,0,3,0,5,5,6,5,3,1.6756294940135177,0
95,0.2119999130347578,0,0,0,0,5,18,3,5,1,0.010541731636844407,0
48,0.6578547459068863,1,0,3,0,5,7,7,5,0,-0.2059196774721231,0
64,-1.66059038502818,1,0,3,0,5,21,8,6,0,1.9420435359937855,1
5,0.738919260974546,0,0,3,2,5,8,3,5,1,-0.9052565376703259,0
72,-0.177109759290008,0,1,3,2,5,15,8,6,0,0.47676630510231294,0
64,-1.66059038502818,3,0,0,0,5,13,8,6,5,0.11044699737944481,0
5,0.738919260974546,1,1,3,5,6,13,8,6,6,0.44346454985477946,0
5,0.738919260974546,1,0,3,0,5,7,2,5,4,-0.2891740655909568,0
49,0.738919260974546,1,0,3,0,5,19,5,4,1,-0.6388424956900582,0
64,-1.66059038502818,1,1,0,1,6,13,8,6,6,-0.6221916180662914,1
30,0.5524708763189287,3,0,3,2,5,21,8,6,4,-0.7387477614326586,0
15,-0.6959226557230302,1,0,3,0,5,2,6,6,0,0.8763873680727146,0
48,0.6578547459068863,1,1,0,0,5,14,3,5,0,-0.9385582929178594,1
13,0.7875579700151418,1,0,1,2,4,10,3,5,1,-1.021812681036693,0
114,0.7794515185083759,1,0,0,0,5,2,3,6,5,3.407320766885258,0
89,0.3011708796091835,1,0,1,2,5,20,3,6,0,-0.7887003943039588,0
33,-1.060712973527499,1,0,3,0,1,11,7,5,0,2.208457577974053,1
11,-2.2604677965288613,3,0,3,0,5,18,7,3,0,-0.4723337194523909,1
5,0.738919260974546,1,0,3,0,5,21,3,5,0,-0.35577757608602373,0
5,0.738919260974546,1,0,3,0,5,15,5,6,0,-0.522286352323691,0
112,0.763238615494844,3,0,3,0,5,7,2,5,4,0.6432750813399802,0
5,0.738919260974546,0,0,3,0,5,21,2,5,4,0.2603048959933454,0
70,0.8929418396030986,1,0,3,0,5,2,3,5,3,-0.9885109257891596,0
83,-0.5419000770944767,1,0,3,2,5,14,8,5,2,-0.522286352323691,1
83,-0.5419000770944767,1,1,0,0,5,13,8,6,4,-0.8886056600465592,1
95,0.2119999130347578,3,0,0,2,5,1,2,5,0,0.27695577361711216,0
64,-1.66059038502818,1,0,0,0,5,11,0,5,0,-0.42238108658109064,1
78,-0.01498072915468945,0,1,3,0,5,9,8,6,4,-0.8886056600465592,0
48,0.6578547459068863,3,0,3,0,5,16,4,4,0,1.40921545203325,0
5,0.738919260974546,1,0,3,0,5,6,2,5,3,0.7764821023301142,0
64,-1.66059038502818,1,0,3,0,5,1,8,6,0,1.6090259835184508,1
95,0.2119999130347578,1,1,3,2,5,13,2,5,0,-0.9885109257891596,0
5,0.738919260974546,1,1,3,0,5,13,3,6,0,-0.5555881075712246,0
5,0.738919260974546,1,0,3,0,5,21,0,3,4,-0.2891740655909568,1
13,0.7875579700151418,1,0,3,0,5,7,3,5,2,2.17515582272652,1
69,0.15525475248739598,1,0,3,0,5,1,6,5,0,-0.4390319642048574,0
64,-1.66059038502818,0,0,0,0,5,13,3,5,0,-0.838653027175259,1
6,0.7713450670016099,3,0,3,0,5,21,8,6,4,-0.37242845370979044,0
64,-1.66059038502818,1,1,3,0,5,16,8,6,1,-0.02276002361068906,1
5,0.738919260974546,1,0,3,0,5,15,2,5,0,-0.9385582929178594,0
48,0.6578547459068863,1,0,3,0,5,2,3,5,4,-0.8053512719277255,0
30,0.5524708763189287,1,0,3,0,5,15,3,1,0,-0.5722389851949913,0
64,-1.66059038502818,0,1,3,2,5,15,3,5,6,-0.7054460061851251,0
13,0.7875579700151418,1,1,0,1,6,16,8,6,6,-0.339126698462257,0
48,0.6578547459068863,3,0,3,1,6,16,0,5,0,0.14374875262697828,0
5,0.738919260974546,1,0,3,0,5,10,1,5,0,0.5100680603498464,0
6,0.7713450670016099,1,0,0,0,5,16,3,5,0,0.34355928411217906,0
13,0.7875579700151418,1,0,1,0,5,15,6,5,1,-0.6388424956900582,0
48,0.6578547459068863,1,1,3,0,5,2,0,5,0,-0.8886056600465592,0
56,-0.4284097559997532,1,0,1,0,5,1,6,5,0,-0.5722389851949913,1
101,-0.6067516891486046,1,0,3,0,5,19,6,2,0,-0.9552091705416261,0
30,0.5524708763189287,1,0,3,2,5,7,3,5,4,-0.8220021495514923,0
5,0.738919260974546,1,1,3,0,1,6,3,4,0,0.7098785918350472,1
5,0.738919260974546,1,1,3,1,6,0,8,6,0,-0.7553986390564253,0
5,0.738919260974546,1,0,3,0,0,7,3,5,4,-1.0384635586604598,0
102,-2.0253807028326487,1,0,3,0,5,15,3,5,0,-0.8553039047990257,1
5,0.738919260974546,3,0,3,2,5,6,2,6,0,0.5100680603498464,0
35,-0.5337936255877108,1,0,0,2,5,11,3,5,6,-0.17261792222458966,0
13,0.7875579700151418,1,1,0,0,5,1,8,6,0,0.07714524213191135,0
64,-1.66059038502818,1,1,0,1,6,20,8,6,6,-0.07271265648198925,1
5,0.738919260974546,1,0,3,0,5,21,3,5,4,1.4258663296570167,0
48,0.6578547459068863,1,0,3,2,5,18,2,5,0,-0.9718600481653928,0
69,0.15525475248739598,3,0,3,0,5,16,0,5,3,1.2260557981718159,0
30,0.5524708763189287,1,0,3,2,5,13,0,1,0,-0.10601441172952272,0
94,-0.21764201682383788,3,0,3,2,5,18,5,5,0,0.6099733260924468,0
5,0.738919260974546,3,1,3,2,5,5,5,4,4,0.010541731636844407,1
101,-0.6067516891486046,1,0,3,0,5,17,0,5,0,-1.0384635586604598,0
5,0.738919260974546,0,0,3,2,2,16,8,4,1,0.5100680603498464,1
70,0.8929418396030986,1,0,1,1,6,13,5,5,4,1.6756294940135177,0
5,0.738919260974546,1,0,3,2,5,19,2,5,1,1.5091207177758503,0
30,0.5524708763189287,3,0,3,2,5,21,2,5,4,-0.02276002361068906,0
1,0.5362579733053967,1,1,3,1,6,17,8,6,4,0.34355928411217906,0
5,0.738919260974546,3,0,3,0,5,21,6,5,6,-0.7553986390564253,0
64,-1.66059038502818,3,1,3,0,5,20,8,6,1,-0.6721442509375917,0
48,0.6578547459068863,1,0,3,2,5,21,0,5,4,-0.8553039047990257,0
48,0.6578547459068863,0,0,3,0,5,3,7,5,2,-0.9219074152940927,0
64,-1.66059038502818,1,0,0,0,5,4,7,5,1,1.3259610639144164,1
116,-1.060712973527499,1,0,3,0,5,14,8,6,0,1.0595470219341485,0
5,0.738919260974546,3,1,3,1,6,11,8,6,6,-0.4723337194523909,0
5,0.738919260974546,1,0,3,0,5,21,8,6,0,-0.8719547824227925,1
64,-1.66059038502818,1,0,0,2,5,14,1,5,0,4.239864648073595,1
5,0.738919260974546,1,0,1,0,5,13,0,2,0,0.7265294694588139,1
5,0.738919260974546,3,0,0,1,6,19,8,6,3,-0.15596704460082292,0
48,0.6578547459068863,1,0,3,0,5,19,6,5,0,0.5433698155973798,0
5,0.738919260974546,1,1,0,1,6,13,8,6,0,-0.32247582083849025,0
13,0.7875579700151418,1,0,3,0,5,21,0,5,4,-0.7720495166801921,0
91,0.6821741004271842,1,0,3,4,6,17,0,5,0,-0.9385582929178594,0
49,0.738919260974546,1,0,3,5,6,12,0,5,4,-0.7553986390564253,0
5,0.738919260974546,1,0,3,0,5,6,0,5,2,-0.25587231034342334,0
103,0.8929418396030986,1,0,3,0,5,21,2,5,1,0.04384348688437787,0
5,0.738919260974546,1,1,3,4,6,0,8,5,6,-0.1393161669770562,0
64,-1.66059038502818,3,0,3,0,5,16,8,6,1,-0.4390319642048574,1
5,0.738919260974546,0,0,3,2,5,17,2,5,1,-0.4723337194523909,0
64,-1.66059038502818,3,0,3,2,5,2,1,5,1,-0.9219074152940927,1
5,0.738919260974546,1,0,3,0,5,3,2,5,3,1.2094049205480493,0
64,-1.66059038502818,3,0,3,0,5,14,4,2,1,-0.8053512719277255,1
116,-1.060712973527499,1,0,3,0,5,21,0,4,2,-0.6887951285613584,0
5,0.738919260974546,3,1,0,0,5,15,0,5,5,-0.6887951285613584,0
64,-1.66059038502818,1,0,0,0,5,13,8,6,0,3.407320766885258,1
49,0.738919260974546,3,1,0,0,5,13,7,1,0,0.9596417561915482,0
99,0.447087006730971,1,0,3,0,5,21,4,6,0,-0.2392214327196566,0
93,-1.3201194217440093,1,0,3,2,5,21,2,5,0,-0.22257055509588985,0
64,-1.66059038502818,1,1,0,0,5,20,8,6,6,-0.02276002361068906,1
5,0.738919260974546,1,0,3,0,0,15,0,5,0,-0.4390319642048574,0
91,0.6821741004271842,1,0,3,2,5,21,8,6,4,-0.25587231034342334,0
85,0.5443644248121626,1,1,0,1,6,14,8,6,6,2.041948801736386,0
48,0.6578547459068863,1,0,3,2,5,1,3,5,3,-0.15596704460082292,0
5,0.738919260974546,1,0,3,0,1,19,0,5,0,-0.8053512719277255,0
85,0.5443644248121626,1,0,3,0,5,14,8,6,0,0.010541731636844407,0
5,0.738919260974546,1,0,3,0,5,21,1,5,1,-0.6388424956900582,0
64,-1.66059038502818,0,0,3,0,5,5,2,5,0,-0.8553039047990257,1
5,0.738919260974546,3,0,3,2,5,1,8,6,0,0.7764821023301142,1
103,0.8929418396030986,1,0,3,2,5,17,0,5,0,0.7764821023301142,0
48,0.6578547459068863,3,1,0,0,5,16,8,6,5,-0.32247582083849025,0
5,0.738919260974546,3,0,2,0,5,13,3,1,0,-0.22257055509588985,0
5,0.738919260974546,1,0,3,2,5,4,1,2,4,-0.588889862818758,1
36,-0.8256258798312859,1,0,3,0,5,3,0,5,3,-0.7220968838088918,0
70,0.8929418396030986,3,1,0,1,6,19,8,6,6,-0.9885109257891596,0
101,-0.6067516891486046,1,0,1,0,5,16,0,5,0,0.6765768365875138,0
5,0.738919260974546,1,0,3,0,5,9,0,1,0,-0.522286352323691,0
5,0.738919260974546,3,0,3,0,5,18,0,5,0,1.842138270251185,0
64,-1.66059038502818,1,1,1,0,3,15,6,0,3,-0.32247582083849025,1
48,0.6578547459068863,1,0,3,0,5,21,2,5,4,-0.05606177885822253,0
5,0.738919260974546,0,0,3,2,5,21,0,1,1,0.7764821023301142,1
39,-2.2199355389950313,1,1,3,0,2,0,8,6,6,-0.655493373313825,1
61,-1.1904161976357537,1,1,3,1,6,20,8,6,6,-0.2392214327196566,0
70,0.8929418396030986,1,0,0,1,6,18,8,6,4,0.32690840648841235,0
48,0.6578547459068863,1,0,3,0,5,21,4,5,1,-0.588889862818758,0
95,0.2119999130347578,1,0,3,0,5,6,0,2,0,-0.7387477614326586,0
5,0.738919260974546,0,0,3,0,5,18,8,6,0,-1.0384635586604598,0
5,0.738919260974546,1,0,3,2,2,20,6,1,0,0.36021016173594583,0
30,0.5524708763189287,1,1,1,0,5,11,6,6,0,0.32690840648841235,0
64,-1.66059038502818,1,0,0,0,5,16,0,5,0,0.21035226312204522,0
5,0.738919260974546,1,0,3,0,5,21,0,5,2,1.4924698401520837,0
30,0.5524708763189287,1,0,1,0,5,15,3,5,3,-0.12266528935328946,0
5,0.738919260974546,1,0,3,0,5,9,4,6,0,-0.15596704460082292,0
3,-2.1956161844747335,1,0,3,0,5,16,7,5,0,2.3083628437166537,0
64,-1.66059038502818,1,0,3,0,5,17,4,5,0,0.21035226312204522,1
49,0.738919260974546,1,1,0,0,5,15,8,6,0,2.0752505569839195,0
85,0.5443644248121626,1,0,1,0,5,10,3,5,0,0.24365401836957867,0
121,0.9740063546707584,1,0,3,0,5,21,8,6,4,-0.4723337194523909,0
64,-1.66059038502818,0,1,0,1,6,13,8,6,6,1.2427066757955827,0
64,-1.66059038502818,1,0,3,2,5,17,3,5,0,-0.15596704460082292,0
120,0.7794515185083759,1,0,3,0,5,16,3,3,0,0.7764821023301142,0
83,-0.5419000770944767,1,0,3,0,5,17,8,6,4,0.7931329799538809,0
5,0.738919260974546,1,0,1,0,5,15,6,0,0,-0.8053512719277255,1
95,0.2119999130347578,1,1,3,5,6,20,8,6,6,-0.05606177885822253,0
64,-1.66059038502818,3,0,3,2,5,13,7,5,0,-0.4889845970761576,0
38,0.09040314043326819,3,0,1,0,5,5,4,4,1,0.44346454985477946,0
95,0.2119999130347578,0,0,3,0,4,13,0,5,0,-0.3890793313335572,0
48,0.6578547459068863,1,0,3,3,5,21,6,0,1,-0.655493373313825,0
5,0.738919260974546,1,0,3,0,5,4,0,1,0,-0.7720495166801921,0
5,0.738919260974546,1,0,3,0,5,13,0,1,0,0.27695577361711216,0
4,-0.20142911381030593,1,0,3,0,5,3,4,5,1,0.6266242037162135,0
64,-1.66059038502818,1,0,3,2,4,2,8,6,4,0.19370138549827848,1
30,0.5524708763189287,1,0,3,2,5,19,7,1,0,0.5100680603498464,0
30,0.5524708763189287,3,0,3,2,5,1,7,5,4,-1.0551144362842266,0
49,0.738919260974546,1,0,3,0,3,10,7,5,4,-0.3890793313335572,0
13,0.7875579700151418,0,1,1,0,5,0,2,5,0,-0.5389372299474577,0
13,0.7875579700151418,0,0,3,0,5,6,0,5,1,-1.0051618034129264,1
5,0.738919260974546,0,0,3,0,0,14,7,5,2,0.36021016173594583,0
5,0.738919260974546,1,0,3,2,5,6,0,1,0,1.2593575534193495,0
103,0.8929418396030986,1,1,3,4,6,14,8,6,6,-0.6388424956900582,0
64,-1.66059038502818,1,0,3,0,5,16,7,5,0,-1.021812681036693,1
5,0.738919260974546,1,0,3,0,5,21,0,5,2,-0.35577757608602373,0
64,-1.66059038502818,1,0,3,0,5,13,0,5,1,0.21035226312204522,1
5,0.738919260974546,1,1,3,0,0,17,3,1,0,0.6266242037162135,0
64,-1.66059038502818,1,0,3,0,5,17,2,5,2,3.407320766885258,1
55,0.39844829769037515,1,1,3,4,6,11,8,6,6,-0.30582494321472353,0
95,0.2119999130347578,1,1,0,1,6,11,7,0,0,-0.1892687998483564,0
5,0.738919260974546,1,0,3,3,5,21,8,6,4,-0.006109145986922327,0
5,0.738919260974546,3,0,3,0,6,6,3,5,4,-0.3890793313335572,0
49,0.738919260974546,1,0,3,0,5,1,3,5,2,-1.0051618034129264,0
64,-1.66059038502818,3,0,3,0,5,16,1,5,0,0.7098785918350472,0
48,0.6578547459068863,3,0,3,0,5,19,0,2,0,-0.7553986390564253,0
120,0.7794515185083759,1,0,3,2,5,5,6,5,0,1.2094049205480493,0
5,0.738919260974546,3,0,3,0,2,13,2,5,1,-0.339126698462257,0
103,0.8929418396030986,1,0,3,0,5,21,8,6,0,-0.15596704460082292,1
5,0.738919260974546,3,1,0,0,5,11,8,6,0,0.47676630510231294,1
122,0.6983870034407161,3,0,3,0,5,12,6,5,2,-0.4057302089573239,0
30,0.5524708763189287,1,0,3,0,2,15,0,5,1,0.5100680603498464,0
5,0.738919260974546,1,0,3,0,5,1,1,5,0,-0.5555881075712246,0
95,0.2119999130347578,2,1,0,0,5,14,2,5,1,-0.6721442509375917,0
4,-0.20142911381030593,1,0,1,1,6,8,3,5,3,-0.7553986390564253,0
5,0.738919260974546,1,0,3,0,3,21,0,5,1,-0.7887003943039588,0
103,0.8929418396030986,1,1,3,1,6,20,8,6,6,-0.9052565376703259,0
48,0.6578547459068863,1,1,0,1,6,16,8,5,6,-0.2392214327196566,0
50,-0.5013678195606469,1,0,3,0,5,13,6,5,2,-0.8886056600465592,0
89,0.3011708796091835,1,0,3,0,5,3,0,0,2,-0.05606177885822253,0
64,-1.66059038502818,1,0,3,0,5,1,1,5,1,-0.8553039047990257,0
5,0.738919260974546,1,0,3,0,5,19,1,5,1,0.09379611975567807,1
4,-0.20142911381030593,1,1,2,2,5,16,8,6,5,1.8088365150036516,0
89,0.3011708796091835,1,1,0,0,5,11,8,6,6,0.160399630250745,0
103,0.8929418396030986,1,0,3,0,5,1,7,5,0,-0.3890793313335572,0
31,0.057977334406204305,1,0,3,0,5,21,7,5,4,-0.9219074152940927,0
50,-0.5013678195606469,3,0,3,0,5,18,7,0,0,-0.8886056600465592,0
48,0.6578547459068863,0,0,3,2,2,15,8,4,0,-0.1393161669770562,0
4,-0.20142911381030593,1,1,3,0,2,22,8,6,0,0.42681367223101274,1
119,-1.060712973527499,3,0,1,1,6,19,8,6,3,0.14374875262697828,0
48,0.6578547459068863,1,0,3,0,5,21,5,5,4,-0.9718600481653928,0
5,0.738919260974546,1,0,3,0,5,21,0,5,1,-0.7054460061851251,0
5,0.738919260974546,1,0,3,2,2,1,2,5,1,-0.9718600481653928,0
58,-2.568512953785968,1,0,3,2,5,19,3,5,0,0.04384348688437787,0
5,0.738919260974546,2,1,0,0,5,2,5,5,0,-0.8220021495514923,0
5,0.738919260974546,3,0,3,1,6,13,3,5,0,-0.4889845970761576,0
4,-0.20142911381030593,1,1,0,0,5,13,8,6,6,0.12709787500321154,1
93,-1.3201194217440093,1,0,3,0,2,21,4,5,0,0.22700314074581193,0
64,-1.66059038502818,1,0,3,0,5,0,8,5,6,0.04384348688437787,1
5,0.738919260974546,1,0,3,0,5,14,3,0,0,1.3259610639144164,0
5,0.738919260974546,0,0,3,2,5,21,8,6,0,-0.02276002361068906,1
13,0.7875579700151418,1,0,3,2,4,17,0,5,0,-0.05606177885822253,0
68,-1.060712973527499,1,1,0,0,5,13,8,6,0,-0.10601441172952272,0
13,0.7875579700151418,1,1,3,3,5,5,5,4,4,-0.9385582929178594,1
61,-1.1904161976357537,3,1,0,0,5,13,8,6,6,-0.8886056600465592,1
13,0.7875579700151418,1,0,3,0,5,7,4,5,1,-0.7720495166801921,0
5,0.738919260974546,1,0,3,0,5,21,2,5,4,1.0761978995579153,0
5,0.738919260974546,1,0,3,0,2,21,2,5,0,-0.7553986390564253,0
3,-2.1956161844747335,3,1,0,0,5,11,8,5,6,-0.32247582083849025,0
64,-1.66059038502818,1,0,3,2,5,17,0,5,1,-0.3890793313335572,1
50,-0.5013678195606469,1,0,0,0,5,6,8,6,0,1.8088365150036516,0
6,0.7713450670016099,1,1,3,3,5,7,0,5,0,4.439675179558796,1
76,0.5605773278256946,1,0,3,0,5,5,3,5,4,2.974397948667323,0
99,0.447087006730971,1,0,3,0,2,16,8,6,4,-0.6221916180662914,0
13,0.7875579700151418,1,1,0,1,6,11,8,6,6,-0.8553039047990257,0
12,-1.060712973527499,1,1,3,1,6,18,6,5,4,-0.7553986390564253,0
13,0.7875579700151418,1,0,0,0,5,21,1,2,4,-0.6221916180662914,0
48,0.6578547459068863,1,0,3,0,5,3,3,5,0,-0.7220968838088918,0
15,-0.6959226557230302,1,0,3,0,5,3,0,6,2,0.5766715708449134,0
48,0.6578547459068863,3,1,3,0,5,16,7,5,4,-0.42238108658109064,0
5,0.738919260974546,1,1,3,5,6,15,8,6,6,0.47676630510231294,0
5,0.738919260974546,1,1,3,4,6,15,8,6,6,-0.35577757608602373,0
102,-2.0253807028326487,3,0,3,0,5,16,6,5,0,0.11044699737944481,0
5,0.738919260974546,3,0,3,2,5,21,3,1,0,-0.4889845970761576,0
6,0.7713450670016099,1,1,3,2,5,21,0,4,3,0.44346454985477946,0
64,-1.66059038502818,1,0,3,0,5,12,8,6,1,-0.37242845370979044,1
101,-0.6067516891486046,1,0,1,0,5,21,2,5,2,2.6080786409444547,0
5,0.738919260974546,1,0,3,0,5,19,8,5,0,0.5766715708449134,0
55,0.39844829769037515,1,0,0,0,5,1,8,6,3,-0.2059196774721231,1
101,-0.6067516891486046,3,0,3,0,5,17,1,5,0,-0.7220968838088918,0
89,0.3011708796091835,1,0,3,0,5,2,7,5,0,-0.4723337194523909,0
5,0.738919260974546,3,0,0,2,5,21,0,2,0,-0.5555881075712246,0
21,-0.7364549132568601,1,1,3,3,5,21,8,6,4,-0.25587231034342334,1
